cell_id,cell-type,cell disease state,tissue,tissue disease state,source,st technology,caption
afialogb-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 1]: This neutrophil from the mouse femur displays a multilobed nucleus and granular cytoplasm. Neutrophils are small, round cells, typically 10–12 µm in diameter, with segmented nuclei that facilitate rapid migration through tissues. Their granular cytoplasm contains enzymes crucial for the destruction of pathogens, making them the first line of defense in acute inflammation."
afigbmoj-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 2]: This endothelial cell, observed in the mouse femur, exhibits an elongated, flattened morphology typical of cells that line blood vessels. These cells are thin and form continuous linings, facilitating the selective exchange of nutrients, gases, and waste between blood and surrounding tissues while maintaining vessel integrity."
afjleole-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 3]: This megakaryocyte from the mouse femur is a very large, oval cell with a multilobulated, polyploid nucleus and abundant, lightly stained cytoplasm. Megakaryocytes are the largest cells in the bone marrow and function as platelet precursors, with cytoplasmic extensions that fragment to release platelets into the bloodstream."
afmebopf-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 4]: This macrophage displays an irregular shape with abundant cytoplasm and a round to oval nucleus. Macrophages are larger than most marrow cells and play a role in phagocytosis, engulfing debris and pathogens, and orchestrating inflammatory and immune responses within the femur's marrow microenvironment."
afpcfkff-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 5]: This endothelial cell, identifiable by its flattened and elongated shape, is found lining blood vessels in the mouse femur. These cells are essential for creating a selective barrier, permitting controlled passage of substances between the bloodstream and bone marrow while supporting vascular homeostasis."
agjmahkl-1,monocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 6]: This monocyte, found in the mouse femur, is a large, round cell with abundant pale cytoplasm and a characteristic bean-shaped or indented nucleus. Monocytes circulate in blood and migrate into tissues, where they differentiate into macrophages or dendritic cells to support immune defense and tissue repair."
agkknkab-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 7]: This macrophage, seen in the mouse femur, has a relatively large, amorphous shape and a round eccentric nucleus. The abundant cytoplasm often contains phagocytosed material, highlighting the cell’s key role in clearing debris, pathogens, and orchestrating immune responses within the marrow environment."
agliofpc-1,erythrocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 8]: This erythrocyte from the mouse femur exhibits a small, biconcave shape without a nucleus, optimizing its surface area for gas exchange. Erythrocytes are densely packed and stain pink, reflecting high hemoglobin content, and their primary function is to deliver oxygen throughout the tissues."
agpnkikc-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 9]: This endothelial cell in the mouse femur appears as a thin, elongated cell tightly associated with blood vessel walls. Its flattened morphology allows selective exchange of molecules between the blood and the marrow, playing a crucial role in maintaining vascular barrier function and local homeostasis."
ahaknhkb-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 10]: This macrophage in the mouse femur shows an irregular outline and ample cytoplasm, often with visible ingested material. Macrophages are vital for phagocytosis of cellular debris and pathogens and serve as key regulators of inflammation and tissue remodeling within the bone marrow."
ahbkpfmm-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 1]: This non-cancerous megakaryocyte, located in mouse femur bone marrow and visualized using Xenium spatial transcriptomics, exhibits a very large size, irregular lobulated nucleus, and abundant granular cytoplasm. Megakaryocytes are responsible for platelet production and distinguished by their massive, polyploid nuclei and expansive cell bodies compared to surrounding hematopoietic cells."
aicljgkd-1,monocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 2]: This non-cancerous monocyte, derived from mouse femur and visualized with Xenium spatial transcriptomics, shows a relatively large, oval cell morphology with abundant pale cytoplasm and a single, kidney-shaped or indented nucleus, reflecting its function as a precursor to macrophages and dendritic cells in the mononuclear phagocyte system."
aiffjifj-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 3]: This non-cancerous neutrophil from the mouse femur, imaged via Xenium spatial transcriptomics, is a small to medium-sized cell with a multilobed nucleus and granular, pale cytoplasm, designed for rapid migration and phagocytosis of pathogens as a key effector of acute inflammation."
aiffljdj-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 4]: This non-cancerous neutrophil from mouse femur, obtained by Xenium spatial transcriptomics, displays a characteristic multi-lobed nucleus and faintly granular cytoplasm, optimized for mobility and antimicrobial activity as part of the innate immune response."
aigpefbn-1,erythroblast.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 5]: This non-cancerous erythroblast from mouse femur, analyzed by Xenium spatial transcriptomics, features a round, basophilic nucleus with a moderate amount of blue-staining cytoplasm, signifying its developmental role in erythropoiesis as it matures into an anucleate erythrocyte."
aihehlcp-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 6]: This non-cancerous megakaryocyte from the mouse femur, visualized with Xenium spatial transcriptomics, is markedly large with a multilobed, polyploid nucleus and dense cytoplasm, serving as the progenitor for platelet formation within the bone marrow."
aiiidgbb-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 7]: This non-cancerous neutrophil in mouse femur, imaged by Xenium spatial transcriptomics, has a segmented nucleus and fine granular cytoplasm, traits that support its function as a first responder to infection or tissue injury."
aiijcdhk-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 8]: This non-cancerous neutrophil from mouse femur, imaged with Xenium spatial transcriptomics, presents a multi-lobed nucleus and lightly granular cytoplasm, reflecting its role in phagocytosis and rapid immune defense against infection."
aikedjkc-1,erythrocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 9]: This non-cancerous erythrocyte from mouse femur, assessed with Xenium spatial transcriptomics, is round, small, and lacks a nucleus, with a homogenous pink cytoplasm due to hemoglobin, specialized for oxygen and carbon dioxide transport in blood circulation."
ainiogda-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 10]: This non-cancerous megakaryocyte from mouse femur, imaged with Xenium spatial transcriptomics, is notably large and contains a lobulated, polyploid nucleus and extensive cytoplasm, central to platelet production and hematopoietic homeostasis in the bone marrow."
aleofjhh-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 1]: This single cell is a non-cancerous macrophage from mouse femur, displaying a large, irregularly shaped cell body with abundant pale cytoplasm and an eccentric nucleus. Macrophages function as professional phagocytes, clearing debris and pathogens within the bone marrow environment, and aiding in tissue homeostasis."
alfeggam-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 2]: This single cell is a non-cancerous neutrophil from mouse femur, characterized by a small, round cell body and a segmented, multi-lobed nucleus. Neutrophils are the first responders in innate immune defense, quickly migrating to sites of infection to engulf and destroy pathogens."
algmbeih-1,erythroblast.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 3]: This single cell is a non-cancerous erythroblast from the mouse femur, presenting a round shape with a relatively large, darkly stained nucleus and scant cytoplasm. Erythroblasts are immature red blood cell precursors responsible for synthesizing hemoglobin prior to enucleation during erythropoiesis."
aliglkpe-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 4]: This single cell is a non-cancerous neutrophil from mouse femur, displaying a distinctive multi-lobed nucleus and granular cytoplasm. Neutrophils are essential for acute immune responses, utilizing chemotaxis and phagocytosis to eliminate invading microbes in the bone marrow and peripheral blood."
aljhpejk-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 5]: This single cell is a non-cancerous megakaryocyte from mouse femur, notable for its very large size, lobulated nucleus, and abundant cytoplasm. Megakaryocytes are responsible for producing platelets through cytoplasmic fragmentation, a critical process for blood clotting."
aljmijji-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 6]: This single cell is a non-cancerous endothelial cell from the mouse femur, exhibiting an elongated, spindle-like morphology with a flattened nucleus. Endothelial cells line the marrow blood vessels, regulating vascular permeability, hematopoietic cell trafficking, and maintaining tissue-blood barrier integrity."
alkbmcoh-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 7]: This single cell is a non-cancerous megakaryocyte from the mouse femur, featuring a massive, irregularly shaped cell with multilobed nucleus and voluminous cytoplasm. Megakaryocytes generate platelets vital for hemostasis by releasing cytoplasmic fragments into the bloodstream."
amoaodle-1,erythrocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 8]: This single cell is a non-cancerous erythrocyte from mouse femur, identifiable by its small, round, anucleate, and biconcave disc-shaped structure. Erythrocytes are specialized for oxygen transport, utilizing hemoglobin to efficiently carry oxygen throughout the body."
ampnmfbi-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 9]: This single cell is a non-cancerous macrophage from mouse femur, with an irregular outline, prominent cytoplasm, and centrally located nucleus. Macrophages play a pivotal role in clearing apoptotic cells and supporting hematopoiesis within the bone marrow."
anadnbci-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 10]: This single cell is a non-cancerous megakaryocyte from the mouse femur, shown as a very large cell containing a multilobed, polyploid nucleus and extensive granular cytoplasm. Megakaryocytes are responsible for thrombopoiesis—producing platelets required for normal blood clotting."
anbcjaaa-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 1]: This non-cancerous megakaryocyte, found in the mouse femur and imaged by Xenium spatial transcriptomics, displays a large, irregularly shaped morphology with abundant cytoplasm and a multilobed nucleus. Megakaryocytes are the largest hematopoietic cells in bone marrow, responsible for platelet production through cytoplasmic fragmentation."
anccbdop-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 2]: This non-cancerous macrophage from mouse femur tissue, visualized using Xenium spatial transcriptomics, is medium to large in size with an irregular or oval shape and often exhibits a slightly foamy cytoplasm. Macrophages function as phagocytic cells, clearing cellular debris and pathogens from the bone marrow microenvironment."
anjhcial-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 3]: This non-cancerous neutrophil from mouse femur, captured via Xenium spatial transcriptomics, is a small to medium-sized cell with a multilobed nucleus and scant, pale cytoplasm. Neutrophils are key innate immune cells, rapidly responding to infections by engulfing and destroying microbes."
ankhmane-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 4]: This non-cancerous endothelial cell, visualized in mouse femur using Xenium spatial transcriptomics, exhibits an elongated, flattened morphology forming a thin monolayer lining the blood vessels. Endothelial cells play a critical role in maintaining vascular integrity, regulating blood flow, and mediating nutrient exchange."
anklenlp-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 5]: This non-cancerous macrophage, imaged from mouse femur with Xenium spatial transcriptomics, features an irregular, oval to round shape with a distinctive pale, granular cytoplasm. Macrophages are professional phagocytes, clearing dead cells and pathogens and orchestrating immune responses within the bone marrow."
anloakbe-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 6]: This non-cancerous megakaryocyte in mouse femur, captured using Xenium spatial transcriptomics, is notably large with irregular, lobulated nuclei and abundant cytoplasm. Megakaryocytes are specialized for producing platelets, which are critical for blood clotting and maintaining hemostasis."
anmgnjba-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 7]: This non-cancerous endothelial cell from mouse femur displays an elongated and spindle-shaped morphology, forming a thin lining along vascular channels as seen with Xenium spatial transcriptomics. Endothelial cells regulate vascular permeability, blood flow, and homeostasis within the bone marrow."
anmihopi-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 8]: This non-cancerous megakaryocyte in the mouse femur, visualized by Xenium spatial transcriptomics, is a large polyploid cell with a lobulated nucleus and extensive cytoplasm. Its principal function is to generate blood platelets essential for hemostasis and wound repair."
anpeokcc-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 9]: This non-cancerous neutrophil in mouse femur, visualized using Xenium spatial transcriptomics, is a small, round cell with a segmented nucleus and sparse cytoplasm. Neutrophils are crucial for early immune defense, rapidly responding to infection sites and executing phagocytosis."
aoaggmcf-1,monocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 10]: This non-cancerous monocyte from mouse femur, imaged with Xenium spatial transcriptomics, is a large, round-to-oval cell with abundant cytoplasm and a kidney-shaped nucleus. Monocytes circulate in blood and migrate into tissues, differentiating into macrophages or dendritic cells to mediate innate immunity."
aoappnhf-1,monocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 1]: The single cell is a non-cancerous monocyte from mouse femur, displaying a large, oval to kidney-shaped nucleus and moderate cytoplasm. Monocytes are medium to large cells with a pale-staining, often indented nucleus, functioning in phagocytosis and immune surveillance within the bone marrow microenvironment."
aobageop-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 2]: The single cell is a non-cancerous endothelial cell from mouse femur, showing an elongated, thin morphology with a flattened nucleus and scant cytoplasm. Endothelial cells line blood vessels, forming a barrier for selective permeability and facilitating nutrient and gas exchange in the marrow."
aoodphnm-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 3]: The single cell is a non-cancerous neutrophil from mouse femur, characterized by a segmented, multi-lobed nucleus and granular cytoplasm. Neutrophils are medium-sized, round cells specialized in rapid response phagocytosis and defense against bacterial infections within bone marrow."
aopghppd-1,monocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 4]: The single cell is a non-cancerous monocyte from mouse femur, featuring an irregularly shaped, indented nucleus with abundant blue-gray cytoplasm. These cells serve as phagocytes and precursors for macrophages and dendritic cells, critical for innate immune defense in bone marrow."
apaalmmf-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 5]: The single cell is a non-cancerous macrophage from mouse femur, exhibiting a large, irregular shape with abundant cytoplasm and an eccentric oval nucleus. Macrophages are specialized for engulfing debris and pathogens, supporting tissue homeostasis and immune response in the marrow."
apaeomio-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 6]: The single cell is a non-cancerous endothelial cell from mouse femur, long and spindle-shaped with a flattened nucleus and minimal cytoplasm. These cells line marrow vasculature, controlling molecular trafficking and maintaining hematopoietic niche integrity."
apbmcpno-1,erythroid lineage cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 7]: The single cell is a non-cancerous erythroid lineage cell from mouse femur, round and small with a dense, round nucleus occupying most of the cell. Erythroid lineage cells give rise to red blood cells and are essential for oxygen transport after maturation."
apdcppik-1,erythroblast.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 8]: The single cell is a non-cancerous erythroblast from mouse femur, small and round with a deeply basophilic, condensed nucleus and scant cytoplasm. Erythroblasts are developing red blood cells, actively synthesizing hemoglobin during erythropoiesis."
apfllcjb-1,monocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 9]: The single cell is a non-cancerous monocyte from mouse femur, with a moderate size, irregular/kidney-shaped nucleus, and light cytoplasm. Monocytes circulate as immune precursors, differentiating into macrophages or dendritic cells in tissues."
aphpjeae-1,capillary endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 10]: The single cell is a non-cancerous capillary endothelial cell from mouse femur, exhibiting a thin, elongated morphology with flattened nucleus. Capillary endothelial cells construct the vascular lumen, facilitating nutrient delivery and waste removal in the bone marrow."
blhplllb-1,cardiac muscle myoblast.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 1]: This cardiac muscle myoblast exhibits an elongated, spindle-shaped morphology with prominent, centrally located nuclei. The cell is moderately sized, with striated cytoplasm indicative of its contractile function. Located within the mouse femur, this non-cancerous myoblast supports muscle repair and regeneration by differentiating into mature cardiac muscle fibers."
chcbnkdm-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 2]: The endothelial cell displays a flattened, polygonal shape with a thin, elongated nucleus, characteristic of cells lining blood vessels. Its small size and delicate structure facilitate selective barrier function and vascular homeostasis within the non-cancerous mouse femur tissue."
chdbngdf-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 3]: The endothelial cell exhibits an elongated, spindle-shaped profile with compressed cytoplasm and a prominent oval nucleus, typical for vascular lining cells. These cells form the inner lining of blood vessels, maintaining vascular permeability and regulating exchange of molecules in the mouse femur."
chdhjeme-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 4]: This endothelial cell is small, rounded to oval, with a dense, dark-stained nucleus and minimal cytoplasm. Positioned within the femoral vasculature, it contributes to vessel integrity and regulates blood-tissue interactions in non-cancerous mouse bone."
chfpalka-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 5]: The endothelial cell appears round to oval with a compact, dark-staining nucleus, and scant bordering cytoplasm. These cells form a smooth monolayer on the vessel wall, enabling efficient blood flow and barrier function within the mouse femur."
chmgkhom-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 6]: The image reveals an endothelial cell with an inconspicuous, flattened morphology and a faintly stained nucleus. Such cells are specialized for lining the interior surface of blood vessels, providing a selective permeability barrier in bone vasculature."
chohgpek-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 7]: This endothelial cell, barely visible and flattened, features a thin nuclear profile suited for close apposition to the vascular lumen. It forms part of the vessel lining, facilitating exchange of nutrients and waste in the non-cancerous mouse femur."
chpbhdak-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 8]: The endothelial cell presents as a small, rounded structure with a dark-stained, eccentric nucleus and minimal cytoplasm. Its morphology supports its role in forming a selective barrier and regulating vascular tone in mouse femoral vessels."
ckpejeke-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 9]: The neutrophil exhibits a small, rounded form with a multilobed, dark-stained nucleus and granular cytoplasm. As a key innate immune cell, it migrates through bone marrow, rapidly responding to infections by phagocytosis and release of antimicrobial agents."
clbmpllk-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image Pair 10]: This neutrophil demonstrates a compact, spherical shape with a segmented, lobulated nucleus and granular cytoplasm. Its structure is optimized for rapid movement and phagocytic activity, crucial for innate immune defense within the mouse femur."
clceohhm-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 1]: This single cell is a neutrophil, characterized by its multi-lobed nucleus and small, round shape. In non-cancerous mouse femur tissue, neutrophils are crucial innate immune cells that rapidly respond to infection, with their segmented nucleus allowing flexibility and migration through tissue."
cldbgcab-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 2]: This single cell is an endothelial cell, displaying an elongated, flattened morphology. In the non-cancerous mouse femur, endothelial cells line blood vessel walls, forming a barrier that regulates vascular permeability and facilitates the exchange of nutrients, gases, and waste products."
cldbieod-1,erythrocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 3]: This single cell is an erythrocyte, exhibiting a small, round, biconcave disk shape. In non-cancerous mouse femur, erythrocytes are abundant and specialized for oxygen transport, lacking a nucleus and showing a pale central region due to their shape-enhanced gas exchange efficiency."
clejmibf-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 4]: This single cell is a neutrophil, recognizable by its multi-lobed nucleus and granular cytoplasm. In non-cancerous mouse femur, neutrophils function as frontline defenders in innate immunity, phagocytosing pathogens and releasing antimicrobial compounds."
clfbmggm-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 5]: This single cell is a megakaryocyte, notable for its massive size and lobulated, polyploid nucleus. In the non-cancerous mouse femur, megakaryocytes reside in the bone marrow, producing platelets essential for blood clotting through cytoplasmic fragmentation."
clfgcdmd-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 6]: This single cell is a megakaryocyte, identified by its very large size and multilobulated nucleus. Within non-cancerous mouse femur, megakaryocytes synthesize and release platelets into circulation, supporting hemostasis and vascular repair processes."
clhkhalo-1,monocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 7]: This single cell is a monocyte, appearing as a large cell with an indented or kidney-shaped nucleus. In the non-cancerous mouse femur, monocytes function as precursors to macrophages and dendritic cells, contributing to immune defense and tissue remodeling."
clljgonc-1,fibroblast.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 8]: This single cell is a fibroblast, exhibiting a spindle-shaped morphology with an elongated nucleus. Located in non-cancerous mouse femur, fibroblasts synthesize extracellular matrix components, providing structural support and facilitating tissue repair."
clmhbcih-1,endothelial cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 9]: This single cell is an endothelial cell, displaying a slender, elongated morphology. In the non-cancerous mouse femur, endothelial cells line and maintain blood vessel integrity, regulating barrier permeability and enabling controlled exchange of substances between blood and bone tissue."
clnmfngh-1,stromal cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 10]: This single cell is a stromal cell, characterized by an irregular, elongated shape and less densely stained nucleus. Within non-cancerous mouse femur, stromal cells form the supportive framework of the bone marrow, interacting with hematopoietic cells and contributing to tissue homeostasis."
cloeolop-1,fibroblast.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 1]: This single cell is a non-cancerous fibroblast from mouse femur, visualized with Xenium spatial transcriptomics. Fibroblasts are elongated, spindle-shaped cells with scant cytoplasm and an oval nucleus. They synthesize and maintain the extracellular matrix, providing structural support for connective tissue in bone."
clpddmgg-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 2]: This single cell is a non-cancerous macrophage from mouse femur, visualized with Xenium spatial transcriptomics. Macrophages are medium to large, irregularly shaped cells with abundant cytoplasm and an eccentric, kidney-shaped nucleus. They function in phagocytosis, immune surveillance, and cytokine release to coordinate tissue homeostasis in bone marrow."
clpldmnn-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 3]: This single cell is a non-cancerous neutrophil from mouse femur, visualized with Xenium spatial transcriptomics. Neutrophils are round to oval cells, smaller than macrophages, with a multi-lobed nucleus and faintly granular cytoplasm. They act as the first line of innate immune defense, efficiently phagocytosing pathogens in bone marrow."
cmbpbikd-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 4]: This single cell is a non-cancerous neutrophil from mouse femur, visualized with Xenium spatial transcriptomics. Neutrophils are small, round cells with characteristic multi-lobed nuclei and pale cytoplasmic granules. They play a crucial role in acute inflammatory responses and defending against bacterial infections in bone marrow."
cmbpmbcj-1,megakaryocyte.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 5]: This single cell is a non-cancerous megakaryocyte from mouse femur, visualized with Xenium spatial transcriptomics. Megakaryocytes are extremely large, polyploid cells with lobulated nuclei and abundant cytoplasm, responsible for platelet production through cytoplasmic fragmentation within bone marrow."
cmcilldj-1,kidney collecting duct principal cell.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 6]: This single cell is a non-cancerous kidney collecting duct principal cell from mouse femur, visualized with Xenium spatial transcriptomics. These cells are cuboidal with a centrally located, round nucleus and moderate cytoplasm, functioning in water and electrolyte balance—though their presence in femur suggests potential sample admixture or rare differentiation state."
cmfenjoc-1,neutrophil.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 7]: This single cell is a non-cancerous neutrophil from mouse femur, visualized with Xenium spatial transcriptomics. Neutrophils exhibit round to slightly irregular outlines, a multi-lobed nucleus, and fine cytoplasmic granules, participating in rapid immune defense in the bone marrow microenvironment."
cmffpmoe-1,macrophage.,nondisease,Femur,nondisease,Mouse,Xenium,"[Image 8]: This single cell is a non-cancerous macrophage from mouse femur, visualized with Xenium spatial transcriptomics. Macrophages are large, irregularly contoured cells with vesicular, eccentrically placed nuclei and ample cytoplasm, specialized for phagocytosis and orchestrating immune responses in bone marrow."
