cell_id,cell-type,cell disease state,tissue,tissue disease state,source,st technology,caption
agegeecc-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous epithelial cell from the lower respiratory tract, located in the human prostate, exhibits a rounded to polygonal shape with prominent oval nuclei and moderate cytoplasm. The organized arrangement and intact cellular borders are consistent with a secretory function, supporting glandular homeostasis within non-neoplastic prostate tissue, as visualized with Xenium spatial transcriptomics."
agfdgiad-1,native cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 2]: This image depicts a non-cancerous native cell in the human prostate, showing a round to oval nucleus and distinct cytoplasmic margins. The cell contributes to the maintenance of normal glandular structure and homeostasis in non-malignant tissue, as captured using Xenium spatial transcriptomics."
aghhcioe-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 3]: The lower respiratory tract epithelial cell in the non-cancerous human prostate demonstrates a cuboidal to low columnar shape with basally located nuclei, moderate cytoplasm, and well-defined cell borders. Its morphology supports a barrier and secretory function in maintaining healthy prostate gland architecture, as revealed by Xenium spatial transcriptomics."
agpdfepj-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous epithelial cell from the lower respiratory tract, found in the prostate, has a round to slightly elongated shape, prominent nuclei, and organized cytoplasm. The epithelial arrangement suggests typical glandular function and intact cellular integrity in healthy prostate tissue, as profiled by Xenium spatial transcriptomics."
ahagbemm-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 5]: The highlighted lower respiratory tract epithelial cell in the non-cancerous prostate is cuboidal with a centrally positioned nucleus and moderate cytoplasm, contributing to a cohesive glandular epithelium. This morphology supports its protective and secretory functions in normal prostatic tissue, as visualized with Xenium spatial transcriptomics."
ahekemgd-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous lower respiratory tract epithelial cell within healthy prostate tissue displays a polygonal shape, distinct cell borders, and a round nucleus. Such morphology is consistent with roles in secretion and barrier maintenance within the prostate gland, as imaged by Xenium spatial transcriptomics."
ahemkkok-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 7]: The non-cancerous epithelial cell from the lower respiratory tract, located in the prostate, is rounded with a clearly defined, basophilic nucleus and moderate cytoplasm. These features indicate an intact, secretory, and protective role in maintaining normal prostate tissue organization, captured by Xenium spatial transcriptomics."
ahilamdn-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 8]: This epithelial cell from the lower respiratory tract within a non-cancerous prostate appears cuboidal, with a prominent nucleus and well-defined cytoplasmic margins. It supports glandular homeostasis and secretory activity in normal prostate histology, as shown by Xenium spatial transcriptomics."
ahmcjjep-1,epithelial cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 9]: The non-cancerous epithelial cell in the human prostate is rounded to polygonal, showing a central nucleus and preserved cytoplasm. This morphology reflects a healthy, secretory, and barrier function characteristic of normal prostatic gland cells, visualized with Xenium spatial transcriptomics."
ahmfmipf-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 10]: This lower respiratory tract epithelial cell, found in the healthy human prostate, displays a polygonal shape, moderate cytoplasm, and a distinct, basophilic nucleus. It maintains glandular structure and contributes to epithelial barrier and secretion, as captured by Xenium spatial transcriptomics."
aialigeb-1,endothelial cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous endothelial cell from the human prostate, visualized with Xenium spatial transcriptomics, exhibits an elongated, flattened morphology with oval nuclei and scant cytoplasm. Endothelial cells form a continuous, thin lining along blood vessels, facilitating selective exchange of substances and maintaining vascular homeostasis within the prostate tissue."
ajjmkamp-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous epithelial cell of the lower respiratory tract, observed in human prostate tissue by Xenium spatial transcriptomics, is cuboidal to columnar, with a round nucleus centrally located and moderate cytoplasm. Such epithelial cells create protective barriers and participate in secretion and absorption processes, contributing to the structural and functional integrity of glandular ducts."
ajlplhik-1,"CD8-positive, alpha-beta T cell.",nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous CD8-positive, alpha-beta T cell in human prostate tissue, revealed by Xenium spatial transcriptomics, is small, round, and has a dense, dark-staining nucleus with minimal cytoplasm. Functionally, these T cells are pivotal for immune surveillance, targeting and eliminating infected or abnormal cells within the tissue environment."
ajmchppp-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous lower respiratory tract epithelial cell within the human prostate demonstrates a cuboidal to columnar shape, with a prominent, centrally placed nucleus and moderate eosinophilic cytoplasm. These cells maintain glandular lining integrity and support secretory functions crucial for tissue homeostasis."
ajmfjdmp-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous epithelial cell of the lower respiratory tract, seen in the human prostate via Xenium technology, displays a rounded or slightly columnar form, a central nucleus, and moderate cytoplasm. Its function includes lining glandular lumens, facilitating barrier formation, and contributing to secretion and absorption in the prostate tissue."
ajoajgjo-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous epithelial cell from the lower respiratory tract, visualized in human prostate with Xenium spatial transcriptomics, exhibits a columnar shape, a centrally located nucleus, and distinct cell borders. These cells are specialized for creating mucosal barriers and supporting secretory functions in glandular structures."
ajpclolg-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 7]: This non-cancerous epithelial cell of the lower respiratory tract, present in the human prostate, is columnar with a centrally located round nucleus and moderate cytoplasm. Such cells are essential for lining ductal structures, forming a barrier, and enabling selective secretion or absorption."
akejijji-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 8]: This non-cancerous epithelial cell of the lower respiratory tract, detected in the human prostate using Xenium transcriptomics, is columnar with basally oriented nuclei and clear delineation from neighboring cells. Its primary roles include forming a protective surface barrier and facilitating selective exchange and secretion in glandular tissue."
alclfagk-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 9]: This non-cancerous epithelial cell of the lower respiratory tract, observed in prostate tissue, shows a cuboidal to columnar profile, round centrally placed nucleus, and moderate cytoplasm. The cell is integral to lining glandular ducts and supports secretion and absorption essential for prostate gland function."
allkdpfj-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous epithelial cell of the lower respiratory tract, imaged in the human prostate by Xenium spatial transcriptomics, is columnar, with a round, centrally located nucleus and moderate cytoplasm. The cell maintains epithelial lining and is involved in absorption, secretion, and barrier function within glandular structures."
alnmmeke-1,epithelial cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 1]: This single non-cancerous epithelial cell from the human prostate displays a cuboidal to columnar shape with a distinct round nucleus and basophilic cytoplasm. The cells form a uniform layer lining the glandular lumen, supporting secretion and barrier functions in healthy prostate tissue."
alpipjgn-1,epithelial cell of proximal tubule.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous proximal tubule epithelial cell from the human prostate is cuboidal with a central, round nucleus and abundant cytoplasm, specialized for absorption and transport. The well-organized glandular arrangement and intact epithelial lining reflect normal tissue architecture."
ambpcbof-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous lower respiratory tract epithelial cell in the human prostate slice is columnar to cuboidal with a prominent, oval nucleus and a moderate cytoplasm-to-nucleus ratio, providing barrier and secretory roles typical of respiratory-type epithelia."
amggeeln-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 4]: This lower respiratory tract-type non-cancerous epithelial cell appears columnar, with basally positioned oval nuclei and clear cell borders. It lines the glandular lumen, contributing to mucosal defense and secretion, reflecting typical respiratory epithelial morphology."
ammekjbp-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 5]: This lower respiratory tract epithelial cell shows a rounded to columnar shape with a dense, basophilic central nucleus and moderate cytoplasm, maintaining epithelial integrity and barrier function in the healthy prostate tissue microenvironment."
ampihocf-1,epithelial cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous prostate epithelial cell exhibits a cuboidal outline with a single, round, basally situated nucleus and clear cell demarcation, crucial for secretion of prostatic fluid and for maintaining glandular homeostasis."
anobfdpi-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 7]: This lower respiratory tract epithelial cell shows a distinct columnar silhouette with elongated, basally located nuclei, forming a continuous lining that denotes specialized barrier and secretory functions within glandular prostate structures."
aodjkpop-1,erythroblast.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 8]: This erythroblast demonstrates a round to slightly oval shape with a condensed, deeply basophilic nucleus and reduced cytoplasm, reflecting its stage in erythropoiesis where it supports hemoglobin synthesis before maturation and enucleation."
aofkllie-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 9]: This lower respiratory tract epithelial cell is columnar in shape with round to oval, centrally located nuclei, forming organized glandular structures for efficient mucosal protection and maintenance in non-cancerous prostate tissue."
aohejcdc-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 10]: This epithelial cell of lower respiratory tract origin appears as a tall, columnar cell with prominent, ovoid nuclei arranged basally, consistent with a secretory and protective epithelial role in maintaining the glandular luminal environment in the prostate."
apachnik-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous epithelial cell of the lower respiratory tract, located within the human prostate, displays a cuboidal to columnar shape with clearly defined cell borders, moderate cytoplasm, and a centrally located round to oval nucleus. Epithelial cells function as a protective barrier lining glandular ducts, supporting secretion and absorption processes in healthy tissue architecture. Xenium spatial transcriptomics provides spatial context, highlighting regular arrangement and maintenance of structural integrity."
apapofbm-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous epithelial cell of the lower respiratory tract in the human prostate exhibits a columnar morphology, with abundant cytoplasm and a basally positioned, oval nucleus. The cell maintains tight junctions with neighboring cells within ductal profiles, contributing to barrier function and facilitating secretion. Spatial organization appears preserved in this non-cancerous tissue environment."
apgnkiij-1,"CD8-positive, alpha-beta T cell.",nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous CD8-positive, alpha-beta T cell in the human prostate is small, round, and characterized by a high nuclear-to-cytoplasmic ratio with a dense, darkly stained nucleus and scant pale cytoplasm. These lymphocytes play a central role in cell-mediated immunity, targeting and eliminating infected or abnormal cells, and are commonly found patrolling the interstitial tissue."
apjkklij-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous epithelial cell of the lower respiratory tract within the human prostate is columnar with an elongated, basally placed nucleus and distinct cell borders. It forms part of the continuous epithelial lining, serving a protective and secretory role while preserving the glandular tissue structure in non-cancerous prostate."
apkkdlip-1,macrophage.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous macrophage in the human prostate is relatively large with irregular, often oval or kidney-shaped nuclei and abundant foamy cytoplasm. Macrophages function in phagocytosis, removing debris and pathogens, and contribute to tissue homeostasis and immune response in the prostatic microenvironment."
babkblfp-1,native cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous native cell in the human prostate presents with a round to oval shape, moderate cytoplasm, and a distinct central nucleus. Native cells in the prostate maintain tissue structure and participate in organ-specific functions, while supporting cellular homeostasis in a healthy prostate environment."
baepdhem-1,"CD8-positive, alpha-beta memory T cell.",nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 7]: This non-cancerous CD8-positive, alpha-beta memory T cell in the human prostate displays a small, round profile with a sharply defined nucleus and minimal cytoplasm, typical of memory lymphocytes. These cells are integral for rapid immune responses upon antigen re-encounter, residing in the tissue to provide long-term immune surveillance."
bahfmkcm-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 8]: This non-cancerous epithelial cell of the lower respiratory tract, situated within the human prostate, features a slightly cuboidal to columnar shape with well-defined borders and a prominent nucleus. It forms part of the glandular architecture, functioning in secretion and cellular barrier formation to maintain tissue integrity."
bbebphal-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 9]: This non-cancerous epithelial cell of the lower respiratory tract in the human prostate is cuboidal with a round, centrally positioned nucleus and uniform cytoplasm. Arranged in a cohesive layer, these cells support tissue homeostasis, execute secretory functions, and maintain ductal structure in non-cancerous glands."
bbeejbpo-1,cultured cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous cultured cell in the human prostate is polygonal, with distinct cell borders, moderate cytoplasm, and a large, round nucleus. Cultured cells retain typical growth characteristics, supporting research and modeling of prostate biology, and contribute to the maintenance of non-cancerous glandular features."
bbfaaaih-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous lower respiratory tract epithelial cell from the human prostate exhibits a cuboidal to columnar shape, with a moderate cytoplasm-to-nucleus ratio, round to oval, basally located nuclei, and cohesive arrangement, all supporting its role in forming a protective and secretory barrier lining the glandular structures."
bcdeapem-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous epithelial cell of the lower respiratory tract in the prostate shows a cuboidal structure with distinct cell borders, round nuclei, and abundant cytoplasm, organized in glandular patterns that facilitate secretion and barrier function."
bcgmbank-1,stromal cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous stromal cell in the human prostate displays an elongated, spindle-shaped morphology with an elongated nucleus and scant cytoplasm, characteristic of cells that provide structural support and contribute to the extracellular matrix of the tissue."
bciimcfm-1,endothelial cell of vascular tree.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous endothelial cell of the vascular tree within the prostate is flattened and elongated, forming a thin barrier lining blood vessels, with oval nuclei and minimal cytoplasm, suited for regulating vascular permeability and facilitating nutrient exchange."
bclkfgee-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous lower respiratory tract epithelial cell in the prostate is polygonal to columnar with moderate cytoplasm, uniform round nuclei, and is arranged in tightly packed layers, supporting barrier integrity and secretory functions in the gland."
bclnmmgn-1,fibroblast.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous fibroblast in the human prostate is characterized by its spindle-shaped, elongated body and oval nucleus, positioned within connective tissue stroma, actively synthesizing collagen and supporting tissue repair and integrity."
bdhihgjh-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 7]: This non-cancerous lower respiratory tract epithelial cell in the prostate demonstrates a cuboidal to columnar shape, distinct borders, round nuclei, and organized layering, indicative of active participation in mucosal protection and secretion."
bdigdocl-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 8]: This non-cancerous lower respiratory tract epithelial cell in the prostate features a columnar outline with a basally located nucleus, moderate cytoplasm, and cohesive arrangement along the glandular surface, facilitating both barrier and secretory activities."
bdlkkjbi-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 9]: This non-cancerous lower respiratory tract epithelial cell in the prostate shows a cuboidal to columnar morphology with rounded nuclei and compact cytoplasm, arranged in tightly cohesive sheets, critical for maintaining glandular barrier and secretory homeostasis."
befmlfjm-1,"CD8-positive, alpha-beta T cell.",nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous CD8-positive, alpha-beta T cell from the prostate is small, round, with high nuclear-to-cytoplasmic ratio and dense chromatin, functioning as a cytotoxic lymphocyte involved in immune surveillance and elimination of target cells within the tissue."
bfahpolb-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous epithelial cell of the lower respiratory tract, visualized in normal human prostate tissue with Xenium spatial transcriptomics, is polygonal with a moderate cytoplasmic-to-nuclear ratio, basally oriented, and tightly arranged in a continuous sheet. The large, oval nucleus is centrally placed, exhibiting uniform chromatin, supporting a barrier and secretory function essential for glandular maintenance."
bfgjofhe-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous epithelial cell of the lower respiratory tract, present in human prostate tissue, displays a cuboidal shape with clearly defined cell borders, round-to-oval central nucleus, and eosinophilic cytoplasm, characteristic of healthy glandular epithelium as revealed by Xenium spatial transcriptomics. The morphology supports its role in lining ducts and facilitating controlled secretion."
bfkbmgbd-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous epithelial cell of the lower respiratory tract within the human prostate demonstrates columnar morphology with elongated nuclei aligned perpendicularly to the basement membrane, reflecting its coordinated function in lining and protecting glandular ducts as observed with Xenium spatial transcriptomics."
bfpdpfjc-1,stromal cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous stromal cell in the human prostate, captured via Xenium spatial transcriptomics, is spindle-shaped with an elongated, darkly stained nucleus and scant cytoplasm, typical of fibroblasts that provide structural support and regulate the extracellular matrix within the stromal compartment."
bgbeakco-1,epithelial cell.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous epithelial cell from human prostate tissue shows a rounded to cuboidal contour with distinct cell boundaries and a centrally located oval nucleus, visible with Xenium spatial transcriptomics, consistent with a healthy secretory epithelial phenotype involved in prostate gland homeostasis."
bgefblpm-1,epithelial cell of lower respiratory tract.,nondisease,Prostate,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous epithelial cell of the lower respiratory tract, found in human prostate tissue, exhibits a columnar morphology with a basally positioned nucleus and clearly preserved cell polarity, facilitating secretion and barrier functions as visualized by Xenium spatial transcriptomics."
