cell_id,cell-type,cell disease state,tissue,tissue disease state,source,st technology,caption
point_1180,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 6]: This excitatory neuron appears as a medium-sized, slightly oval soma with a prominent, centrally located nucleus. Excitatory neurons like this one are vital for initiating and propagating action potentials, orchestrating cortical activity in healthy brain tissue."
point_11868,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 7]: The excitatory neuron presents a rounded to ovoid cell body with a clearly defined, centrally placed nucleus and light cytoplasmic staining. In the context of normal mouse brain architecture, these cells function to amplify neural signals and enable complex information transfer via glutamatergic synapses."
point_12037,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 8]: This healthy excitatory neuron shows a somewhat elongated soma with subtle nucleocytoplasmic definition, highlighting its adaptability within the brain parenchyma. As glutamate-releasing neurons, they facilitate rapid synaptic communication crucial for brain function and network plasticity."
point_12058,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 9]: The cell displays a spindle- to ovoid-shaped soma, with a centrally located, dark-staining nucleus indicative of active transcription. Excitatory neurons in healthy brain regions are essential for propagating signals, maintaining synaptic strength, and driving functional brain circuitry."
point_12064,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 10]: This excitatory neuron has a polygonal to ovoid cell body with a distinct, centrally positioned nucleus and lightly stained cytoplasm. It supports rapid and efficient synaptic transmission, which is fundamental to motor, sensory, and cognitive functions in the healthy mouse brain."
point_12081,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 1]: This non-cancerous excitatory neuron from mouse brain exhibits a large, round to oval cell body with a prominent nucleus and visible nucleolus, typical of neurons. The lightly stained cytoplasm surrounds the nucleus, while faintly visible processes extend from the soma, supporting its role in transmitting excitatory signals and integrating synaptic input within neural circuits."
point_12144,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 2]: The excitatory neuron cell displays an irregular, moderately sized soma with diffuse cytoplasmic borders, and a visible but pale nucleus. These morphologic features reflect its function in facilitating excitatory neurotransmission and integrating signals in the mouse brain’s neural networks."
point_12146,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 3]: This excitatory neuron features an indistinct, diffuse cell boundary with a lightly stained, homogeneous cytoplasm and subtle nuclear features. Such morphology underscores its role in rapid, excitatory signaling and information processing within the non-cancerous mouse brain tissue."
point_12235,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 4]: The excitatory neuron cell is characterized by an elongated oval soma and a well-defined, dark-staining nucleus. The surrounding cytoplasm is faint, suggesting active metabolic status, consistent with its function in rapid synaptic transmission and neural circuit integration."
point_12263,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 5]: This excitatory neuron cell reveals an oval to polygonal soma, lightly stained cytoplasm, and a centrally located faint nucleus. Its morphology indicates a healthy, functionally active neuron specialized for the relay of excitatory impulses in brain tissue."
point_12362,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 6]: The excitatory neuron cell presents with a rounded, moderately sized soma with granular cytoplasm and a distinct, eccentrically placed nucleus. These structural features support its specialized function in synaptic excitation and connectivity within the mouse brain region."
point_12440,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 7]: This excitatory neuron cell is defined by dense, rounded morphology with closely packed chromatin in the nucleus and granular cytoplasm, reflecting its high synaptic activity and essential role in facilitating excitatory transmission in organized mouse brain layers."
point_12457,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 8]: The excitatory neuron demonstrates a slightly irregular cell body within a densely packed neural layer. Its prominent nucleus and granular cytoplasm indicate robust excitatory signaling, crucial for neuronal communication in the mouse brain."
point_12512,Oligodendrocyte,0,Brain,0,mouse,Visium HD,"[Image Pair 9]: The oligodendrocyte cell appears as a small, round cell with a dense, darkly stained nucleus and minimal cytoplasm. Morphologically, this cell is specialized for myelination, wrapping axons with myelin sheaths to support rapid electrical conduction in the mouse brain."
point_12515,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 10]: This excitatory neuron cell is marked by a relatively large, rounded soma with dispersed cytoplasmic content and a visible, pale nucleus. The morphology supports its function in facilitating fast, coordinated excitatory synaptic transmission within organized neural tissue."
point_12532,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 1]: This excitatory neuron from the mouse brain, visualized with Visium HD, displays a large, round cell body with a prominent, centrally-located nucleus and lightly stained cytoplasm. Characteristic of excitatory neurons, the cell's morphology supports rapid signal transmission by releasing neurotransmitters, enabling synaptic communication within neural networks."
point_12597,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 2]: This excitatory neuron in the mouse brain is identified by its large, oval-shaped soma and distinct, dark-stained nucleus. The abundant cytoplasm and clear nuclear envelope are consistent with active neurotransmitter-producing cells responsible for facilitating synaptic excitation in the brain."
point_12604,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 3]: This mouse brain excitatory neuron shows a rounded, relatively large cell body with a conspicuous nucleus and pale cytoplasm. The clear nuclear-cytoplasmic distinction and high cellular density suggest robust synaptic activity, supporting its role in transmitting excitatory impulses."
point_12702,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 4]: This excitatory neuron in the mouse brain is characterized by its polygonal, prominent cell body and well-defined round nucleus. The lightly basophilic cytoplasm reflects high metabolic activity needed for neurotransmitter synthesis and release, crucial for activating postsynaptic neurons."
point_12724,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 5]: This Visium HD-captured excitatory neuron exhibits a round to slightly elongated soma with a distinct nucleus and pale cytoplasm. Its morphology is typical of excitatory neurons, which are specialized for initiating and propagating action potentials across synapses."
point_12727,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 6]: The excitatory neuron pictured here has a conspicuous, rounded cell body with a clearly visible central nucleus and scant cytoplasm. This classic morphology highlights the cell’s function in mediating excitatory synaptic signals critical to brain circuitry."
point_12733,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 7]: This mouse brain excitatory neuron features a large, ovoid soma and a prominent nucleolus within a clearly defined nucleus. The cytoplasmic clarity and broad cell boundaries enable efficient neurotransmitter release essential for excitation in neural pathways."
point_12750,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 8]: This excitatory neuron displays a prominent, round soma with a clear nucleus and lightly basophilic cytoplasm, characteristic of cells actively engaging in synaptic signaling. The structure ensures efficient transmission of excitatory messages within neural networks."
point_12900,Oligodendrocyte,0,Brain,0,mouse,Visium HD,"[Image Pair 9]: This oligodendrocyte from mouse brain tissue reveals a small, round cell body with a densely stained, compact nucleus and limited cytoplasm. The cell’s morphology supports its specialized function in forming and maintaining myelin sheaths around neuronal axons, crucial for rapid electrical conduction."
point_12909,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 10]: Shown here is a mouse brain excitatory neuron with a distinct, spherical cell body and a centrally located, darkly stained nucleus. The broad cytoplasmic halo reflects the metabolic activity necessary for synthesizing and releasing excitatory neurotransmitters for synaptic communication."
point_12947,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image 1]: This non-cancerous excitatory neuron from the mouse brain displays an oval to polygonal cell body with a centrally located, lightly stained nucleus and prominent nucleolus. The moderate cytoplasm and extended processes support its primary function of transmitting excitatory signals across neural circuits, essential for synaptic connectivity and cognitive processing."
point_13024,Inhibitory Neuron,0,Brain,0,mouse,Visium HD,"[Image 2]: This non-cancerous inhibitory neuron from the mouse brain shows a rounded cell body with a dense, basophilic nucleus, surrounded by sparse cytoplasm. Its compact shape and deeply stained appearance correspond to its function of releasing inhibitory neurotransmitters, vital for balancing neuronal excitation within brain circuits."
point_13160,Unknown,0,Brain,0,mouse,Visium HD,"[Image 3]: This unidentified non-cancerous brain cell displays a rounded morphology with a centrally placed, darkly stained nucleus and a thin rim of cytoplasm. Its compact size and prominent nucleus suggest it may be a glial or small neuronal subtype, contributing to local tissue support and homeostasis."
point_13192,Unknown,0,Brain,0,mouse,Visium HD,"[Image 4]: This unknown non-cancerous cell in the mouse brain features a circular to oval cell body, a centrally located, dense nucleus, and relatively limited cytoplasm. Its morphology suggests a supportive or regulatory role in brain tissue, potentially consistent with glial or small interneuronal cells."
point_13278,Unknown,0,Brain,0,mouse,Visium HD,"[Image 5]: This unidentified, non-cancerous brain cell displays a rounded shape with a distinct, darkly stained nucleus and a thin surrounding cytoplasmic margin. Its unremarkable structure indicates a possible role in structural support, metabolic maintenance, or local microenvironment regulation."
point_13375,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image 6]: This non-cancerous excitatory neuron from the mouse brain exhibits an oval cell body with a pale-staining nucleus located centrally and faint cytoplasm. Such neurons are responsible for propagating excitatory signals, playing a key role in information transmission through synaptic networks."
point_13480,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image 7]: This non-cancerous excitatory neuron from the mouse brain shows a polygonal soma with a prominent, centrally located nucleus and moderate cytoplasm. Its morphology supports its role in chemotransmission, enabling the propagation of excitatory signals within cortical or hippocampal regions."
point_13556,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image 8]: This non-cancerous excitatory neuron in the mouse brain exhibits a large, rounded cell body with a clearly defined, pale nucleus and visible nucleolus. The arrangement and abundance suggest a clustered region of signaling neurons crucial for coordinated synaptic activity."
point_13588,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image 9]: This non-cancerous excitatory neuron from the mouse brain has a moderately sized, ovoid soma with a central, lightly staining nucleus and scant cytoplasm, reflecting its active involvement in rapid excitatory neurotransmission within cortical circuits."
point_13619,Excitatory Neuron,0,Brain,0,mouse,Visium HD,[Image 10]: This non-cancerous excitatory neuron in the mouse brain appears as a rounded to slightly oval cell with a faintly defined nucleus and scant cytoplasm. Its distinctive morphology is associated with its function in mediating fast excitatory synaptic transmission across neural pathways.
point_13641,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 1]: This excitatory neuron from the mouse brain exhibits an oval to elliptical cell body with a large, pale-stained nucleus and prominent nucleolus, reflecting active transcription. The surrounding neuropil and distinct nucleocytoplasmic boundary are characteristic, supporting its role in rapid neurotransmission and synaptic integration within non-cancerous cortical tissue."
point_13664,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 2]: This excitatory neuron displays a round to irregular soma with a centrally located, lightly stained nucleus and granular cytoplasm. The prominent nucleolus and well-defined margins are typical of active neuronal cells responsible for propagating excitatory signals in the healthy mouse brain."
point_13713,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 3]: This excitatory neuron features a slightly diffuse, rounded cell body with a faintly granular appearance and relatively large, chromatin-light nucleus. The morphology suggests a metabolically active neuron involved in synaptic signaling in non-cancerous mouse brain regions."
point_13717,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 4]: This excitatory neuron has a round, somewhat indistinct border and a large, pale nucleus with minimal cytoplasmic granularity. Such morphology allows rapid excitatory impulse transmission across cortical synapses, maintaining proper brain function in healthy tissue."
point_13819,Unknown,0,Brain,0,mouse,Visium HD,"[Image Pair 5]: This unknown cell type presents as a faint, irregularly contoured cell with low cytoplasmic and nuclear definition, set within the mouse brain parenchyma. Its poorly resolved morphology suggests either a glial subpopulation or a neuron in an altered metabolic state, with function undetermined due to lack of identifying features."
point_13835,Unknown,0,Brain,0,mouse,Visium HD,"[Image Pair 6]: This unknown cell within the mouse brain tissue has an indistinct, rounded outline and central, faint nucleus. The low resolution of structural detail makes precise identification challenging; it is likely a non-neuronal support cell such as a glia given its prevalence within the neuropil."
point_13871,Unknown,0,Brain,0,mouse,Visium HD,"[Image Pair 7]: This unknown cell shows a semi-oval morphology with an indistinct nucleus and cytoplasmic margin. Located within mouse brain tissue, the cell's blurred features are consistent with a glial cell or a neuron with very low active transcription, emphasizing a supportive or maintenance function."
point_13876,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 8]: This excitatory neuron reveals an elongated to oval cell body with a discernible, pale-stained nucleus but minimal visible cytoplasmic detail. Its streamlined morphology is characteristic of principal excitatory neurons tasked with transmitting neural signals in the mouse brain without signs of neoplasia."
point_13897,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 9]: This excitatory neuron is characterized by a round, diffuse cell body and a centrally placed, lightly stained nucleus. The low cytoplasmic contrast is typical but nonetheless reflects the cell’s excitatory role in healthy mouse brain tissue organization."
point_1390,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 10]: This excitatory neuron demonstrates a moderately round to oval soma with a central dark-stained nucleolus, surrounded by a pale-staining nucleus. These features accompany intact neuropil, supporting robust synaptic connectivity and proper excitatory signaling in the mouse brain."
point_13902,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 1]: This single cell is a non-cancerous excitatory neuron from the mouse brain, visible as an oval-shaped structure with a moderately sized, dark-stained nucleus. The cytoplasm is lightly stained, indicating healthy cell morphology. Excitatory neurons facilitate synaptic transmission by releasing glutamate, promoting neuronal firing essential for brain signaling."
point_13946,Inhibitory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 2]: This single cell is a non-cancerous inhibitory neuron from the mouse brain, exhibiting a rounded to slightly elongated shape with a well-defined, prominent nucleus. The nucleus has clear staining, and the surrounding cytoplasm appears diffuse. Inhibitory neurons function to dampen neural activity via GABA release, balancing excitation and preventing overstimulation in neural circuits."
point_13996,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 3]: This image shows a non-cancerous excitatory neuron from the mouse brain, characterized by a loosely rounded morphology and a centrally placed nucleus. Excitatory neurons play a crucial role in propagating synaptic signals, contributing to learning, memory, and overall brain circuit activity."
point_14019,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 4]: This single cell is a non-cancerous excitatory neuron from the mouse brain, featuring a distinct, round nucleus with a lightly stained surrounding cytoplasm. Excitatory neurons amplify synaptic transmission, supporting higher brain functions through glutamate-mediated signal propagation."
point_14029,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 5]: This is a non-cancerous excitatory neuron from the mouse brain, observed as a rounded cell with diffuse nuclear staining. The neuronal structure supports rapid communication within the brain, enabling effective transmission of excitatory signals."
point_1414,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 6]: This single cell is a non-cancerous excitatory neuron in the mouse brain, displaying an enlarged, oval-shaped nucleus with visible nucleolar detail. The healthy morphology ensures efficient synaptic relay and circuit integration within neural networks."
point_14148,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 7]: This non-cancerous excitatory neuron from the mouse brain has a rounded cell body and a defined nucleus, indicative of a typical, functional neuron. Excitatory neurons drive neural network activity, essential for cognitive processing and sensorimotor responses."
point_14343,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 8]: This image depicts a non-cancerous excitatory neuron in the mouse brain, presenting an elongated-oval nucleus and pale cytoplasmic background. The morphology supports its role in boosting synaptic connectivity and amplifying brain signaling pathways."
point_14471,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 9]: This single cell is a non-cancerous excitatory neuron from the mouse brain, defined by its rounded contour and moderately sized, prominent nucleus. Excitatory neurons contribute to neural excitation, promoting efficient brain communication and information processing."
point_14486,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 10]: This is a non-cancerous excitatory neuron from the mouse brain, recognizable by its rounded cell body and clear nucleic detail. The well-preserved morphology allows it to effectively transmit excitatory impulses, sustaining proper neural circuit operation."
point_14501,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 1]: This non-cancerous excitatory neuron cell from the mouse brain, visualized with Visium HD, shows a large, pale-staining cell body with an irregular, often pyramidal outline and a prominent round nucleus. Characteristic of excitatory neurons, the cytoplasm is lightly stained and the nucleolus is distinct, reflecting active protein synthesis for neurotransmission functions."
point_14505,Oligodendrocyte,0,Brain,0,mouse,Visium HD,"[Image Pair 2]: This non-cancerous oligodendrocyte cell in the mouse brain, captured by Visium HD, exhibits a small, round, densely stained nucleus with sparse cytoplasm. Oligodendrocytes are compact cells responsible for forming and maintaining myelin sheaths around CNS axons, essential for rapid neural conduction."
point_14545,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 3]: This image displays a non-cancerous excitatory neuron from the mouse brain, characterized by a large cell body, irregular outline, and a round, lightly stained nucleus. These neurons play a pivotal role in transmitting excitatory signals through synaptic release of glutamate, supporting brain circuitry and processing."
point_147,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 4]: This non-cancerous excitatory neuron in the mouse brain, visualized using Visium HD, features a prominent, irregularly shaped soma and a clearly defined, round nucleus. Excitatory neurons are specialized for propagating electrical signals, contributing to information processing and synaptic activity."
point_1477,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 5]: This non-cancerous excitatory neuron cell from the mouse brain shows a distinct, lightly stained cytoplasmic area and a single, large, round nucleus with a visible nucleolus. The morphology supports its function in rapid neurotransmitter release and communication across brain networks."
point_14771,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 6]: This non-cancerous excitatory neuron cell, imaged from the mouse brain, presents with a large, irregular soma and a lightly stained, central nucleus. Its shape and nuclear prominence reflect its high metabolic activity and essential role in synaptic signaling and information integration."
point_14791,Excitatory Neuron,0,Brain,0,mouse,Visium HD,"[Image Pair 7]: This excitatory neuron cell from the healthy mouse brain shows a large, pale cell body with a pronounced, vesicular nucleus. The irregular soma and clear nuclear-cytoplasmic boundary are typical of neurons specialized for transmitting excitatory synaptic signals within cortical circuits."
point_14883,Oligodendrocyte,0,Brain,0,mouse,Visium HD,"[Image Pair 8]: This non-cancerous oligodendrocyte cell in the mouse brain, as seen with Visium HD, features a small, round, and very darkly stained nucleus with scant cytoplasm. Oligodendrocytes are responsible for myelinating CNS axons, supporting fast impulse propagation and neuronal health."
