cell_id,cell-type,cell disease state,tissue,tissue disease state,source,st technology,caption
acenmpab-1,"CD8-positive, alpha-beta T cell.",nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous CD8-positive, alpha-beta T cell from the human ovary displays a small, round to slightly oval shape with a high nucleus-to-cytoplasm ratio. The dense, dark-staining nucleus and minimal cytoplasm are consistent with its immune effector function, mediating targeted cytotoxic responses against infected or abnormal cells within the ovarian microenvironment."
acgeebjc-1,epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous ovarian epithelial cell exhibits a polygonal shape with moderate size and abundant, lightly stained cytoplasm surrounding a centrally located nucleus. Epithelial cells form continuous sheets, providing a protective barrier and facilitating selective transport across the ovarian surface."
adaihnja-1,endothelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous endothelial cell in the ovary is elongated and flattened, featuring a centrally placed, oval nucleus and minimal cytoplasm. Endothelial cells line blood vessels, facilitating selective exchange of molecules and supporting vascular integrity within the ovarian tissue."
adbnnjdn-1,intestinal epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous intestinal epithelial cell, observed in ovary tissue, shows a columnar shape, moderate size, and basally located nucleus. Such cells are specialized for nutrient absorption and secretion, forming a barrier that maintains tissue homeostasis."
adelhmad-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous epithelial cell of the lower respiratory tract, present in the ovary, is cuboidal to columnar with a centrally placed nucleus and moderate cytoplasm. These cells are adapted for mucociliary clearance and barrier protection in their native location."
aeaelcmi-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous cultured cell from the ovary demonstrates a rounded to slightly irregular morphology with a prominent nucleus and moderate cytoplasm, reflecting active proliferation and adaptation to in vitro growth conditions."
aelmodep-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 7]: This non-cancerous cultured cell in ovary tissue is large and rounded with a prominent, round nucleus and perinuclear cytoplasm, characteristic of cells undergoing active growth and metabolic processes in culture."
aepknjai-1,epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 8]: This non-cancerous ovarian epithelial cell is polygonal, features a well-demarcated cell border, and contains a centrally placed round nucleus. Epithelial cells provide structural integrity and serve as an interface for exchange within the ovary."
afeeiflp-1,T cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 9]: This non-cancerous T cell in the ovary is small and round with scant cytoplasm and a dense nucleus, supporting its function in immune surveillance and response within ovarian tissue."
affjkgoa-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous cultured ovarian cell appears rounded with a large, central nucleus and sparse cytoplasm, indicative of high cellular turnover and active division, often seen in cells adapted to artificial culture environments."
afkfddcd-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous epithelial cell of the lower respiratory tract is polygonal with distinct cell borders, moderate cytoplasm, and a centrally placed, oval nucleus. These cells function in barrier formation and secretion, and their organized arrangement and lack of atypia reflect healthy respiratory epithelium morphology, visualized here within the human ovary using Xenium spatial transcriptomics."
afkkejlb-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous cultured cell is round to oval in shape, with a smooth contour, moderate cytoplasm, and an easily identifiable central nucleus. Cultured cells typically display uniformity and an absence of atypical features, reflecting healthy proliferation and basic cellular metabolic activity, observed here in ovary tissue via Xenium spatial transcriptomics."
aganembi-1,epithelial cell of proximal tubule.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous proximal tubule epithelial cell is cuboidal with a prominent round-to-oval nucleus and abundant granular cytoplasm, reflecting its role in absorption and secretion. Its regular borders and uniform appearance in the ovarian context indicate normal, healthy renal-type epithelial morphology as detected by Xenium spatial transcriptomics."
agnpfabm-1,intestinal epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous intestinal epithelial cell displays a columnar shape with basally situated, elongated nuclei and a moderate amount of cytoplasm, reflecting its absorptive and protective functions. The ordered arrangement and intact cell junctions indicate a healthy mucosal barrier, visualized in ovary tissue using Xenium spatial transcriptomics."
agpgakpb-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous cultured cell has a round to polygonal shape, even nuclear chromatin, and visible cytoplasmic boundaries, characteristics of healthy, proliferating cells. The uniform morphology and lack of atypical features indicate stable cellular physiology, observed in ovary tissue with Xenium spatial transcriptomics."
agpocjaa-1,epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous epithelial cell is polygonal, with clear cell borders, a moderate cytoplasmic volume, and a round, centrally placed nucleus. Its regular shape and lack of pleomorphism suggest healthy epithelial function in forming protective barriers, as revealed in human ovary tissue via Xenium spatial transcriptomics."
ahajmdah-1,epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 7]: This non-cancerous epithelial cell appears polygonal with distinct cellular outlines, moderate eosinophilic cytoplasm, and a centrally located nucleus, consistent with normal epithelial organization for barrier and absorptive functions in ovary tissue analyzed by Xenium spatial transcriptomics."
ahbemhmf-1,macrophage.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 8]: This non-cancerous macrophage is irregularly shaped and larger than neighboring cells, with abundant pale cytoplasm and an eccentric, oval nucleus. Its morphology and prominent cytoplasm support its role in phagocytosis and immune surveillance, highlighted here in ovarian tissue using Xenium spatial transcriptomics."
aheceonb-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 9]: This non-cancerous epithelial cell of the lower respiratory tract is polygonal with defined cell borders, moderate cytoplasm, and a round-to-oval nucleus. The intact architecture and lack of atypical features reflect a specialized barrier and secretory role, shown in ovarian tissue via Xenium spatial transcriptomics."
ahmkhlmi-1,intestinal epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous intestinal epithelial cell presents a columnar morphology with basally aligned, elongated nuclei and uniform cytoplasm, indicative of healthy absorptive and secretory activity, and forming an effective barrier as visualized within ovary tissue by Xenium spatial transcriptomics."
ahodbffo-1,endothelial cell of vascular tree.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous endothelial cell from the vascular tree of the human ovary displays an elongated, spindle-shaped morphology with thin cytoplasmic extensions, forming a flattened barrier along vascular surfaces to regulate blood-tissue exchange; the nuclei appear oval and centrally located, typical for vascular endothelial cell architecture."
aicodmpd-1,intestinal epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 2]: This intestinal epithelial cell in the non-cancerous human ovary exhibits a cuboidal to columnar shape with prominent, basally-located nuclei, forming tightly packed layers that function in selective absorption and barrier protection within glandular and lining surfaces."
aieibgib-1,epithelial cell of proximal tubule.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 3]: The non-cancerous proximal tubule epithelial cell in the human ovary reveals a large, polygonal structure with abundant, granular cytoplasm and centrally placed nuclei, highlighting its robust absorptive and transport functions and extensive cellular machinery."
aihcakco-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous cultured cell from the human ovary shows a rounded-to-ovoid morphology with distinct, centrally located nuclei and less cellular polarity, indicative of actively dividing or undifferentiated in vitro cell populations with preserved viability."
aihggokk-1,epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 5]: The non-cancerous ovarian epithelial cell presents a polygonal outline, prominent nucleus, and close apposition to neighboring cells, consistent with epithelial tissue specializing in selective diffusion, secretion, and protection of underlying ovarian stroma."
aijkdenl-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 6]: This epithelial cell of the lower respiratory tract in the human ovary shows a rounded-to-oval profile, prominent nucleus, and moderate cytoplasm, reflecting a barrier-forming function and specializing in mucosal defense through tight intercellular junctions."
aikmkpok-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 7]: The lower respiratory tract epithelial cell exhibits a typical cuboidal to columnar shape, basally anchored nuclei, and tight intercellular contacts, functioning to protect and maintain mucociliary clearance and selective permeability in respiratory tissue microenvironments."
ailifeeo-1,cell in vitro.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 8]: This non-cancerous in vitro cell from the human ovary appears rounded with prominent, centrally located nuclei and moderate cytoplasm, indicative of sustained viability and proliferative activity in culture conditions."
ainmldjc-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 9]: The non-cancerous cultured cell demonstrates a rounded morphology with distinct nuclear borders and a moderate nucleus-to-cytoplasm ratio, typical for actively growing, undifferentiated cells maintained under in vitro laboratory conditions."
ajaiepmg-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous cultured cell shows an elongated to polygonal outline with a centrally positioned nucleus and moderate cytoplasmic volume, consistent with proliferative, substrate-adhering cells adapted to artificial culture environments."
ajefebhg-1,endothelial cell of vascular tree.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous endothelial cell from the human ovary is thin and elongated with a flattened oval nucleus and scant cytoplasm, reflecting its specialization in forming the inner lining of blood vessels. The cell’s structure supports efficient nutrient and gas exchange within the ovarian microvasculature, as visualized using Xenium spatial transcriptomics."
ajemmepd-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous epithelial cell of the lower respiratory tract, found within the ovary, is polygonal with a distinct, centrally located nucleus and moderate cytoplasm. Its cohesive arrangement and strong intercellular junctions maintain barrier integrity and facilitate selective exchange, as shown by Xenium spatial transcriptomics."
ajfbaaba-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous epithelial cell of the lower respiratory tract within the ovary is rounded to polygonal in shape, with a densely staining nucleus and moderate cytoplasm. The tightly packed arrangement allows for effective barrier function and regulated tissue exchange, as revealed by Xenium spatial transcriptomics imaging."
ajgojoie-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 4]: This non-cancerous cultured cell in the ovary displays a rounded to irregular morphology with a prominent nucleus and moderate cytoplasm, typical of cells adapted to in vitro growth. It shows active proliferation and plasticity, essential for tissue maintenance and experimental manipulation, as visualized by Xenium spatial transcriptomics."
akbplooj-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous epithelial cell of the lower respiratory tract, identified in the ovary, is characterized by a polygonal profile, centrally located nucleus, and moderate cytoplasmic volume. The morphology ensures a robust physical barrier, supporting selective transport and cellular cohesion, as confirmed by Xenium spatial transcriptomics."
akebbeno-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous cultured cell in the ovarian tissue exhibits a rounded to oval shape with a prominent, centrally placed nucleus and abundant basophilic cytoplasm, reflecting high metabolic activity and adaptability to culture conditions as captured by Xenium spatial transcriptomics."
aknmcgba-1,fibroblast.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 7]: This non-cancerous fibroblast from the ovary is spindle-shaped with an elongated nucleus and extended cytoplasmic processes, ideal for extracellular matrix production and structural support within stromal tissue, as revealed by Xenium spatial transcriptomics."
akommjfj-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 8]: This non-cancerous epithelial cell of the lower respiratory tract in ovarian tissue displays a polygonal outline, densely packed arrangement, and a prominent nucleus, contributing to tissue barrier function and selective permeability, as shown by Xenium spatial transcriptomics."
alaoibad-1,macrophage.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 9]: This non-cancerous macrophage in the ovary is large and irregularly shaped with abundant, lightly stained cytoplasm and an eccentrically located nucleus, reflecting its primary function in phagocytosis and immune surveillance within the tissue environment, as visualized by Xenium spatial transcriptomics."
alceblja-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous epithelial cell of the lower respiratory tract in the ovary is rounded to polygonal, with a large nucleus and moderate cytoplasm, displaying tight cell-to-cell contact for cohesive barrier function and efficient tissue protection, as imaged by Xenium spatial transcriptomics."
alghhmbb-1,macrophage.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 1]: This single cell is a non-cancerous macrophage within the human ovary, characterized by a relatively large, irregularly-shaped cell body and an eccentric, oval nucleus. The cytoplasm appears abundant and faintly granular, consistent with phagocytic activity, while the macrophage functions in tissue immune surveillance, debris clearance, and inflammatory response regulation."
alhelgbf-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 2]: This single cell is a non-cancerous epithelial cell of the lower respiratory tract, observed in the human ovary. It exhibits a polygonal shape, moderate size, and prominent round nucleus centrally located, with cytoplasmic borders closely apposed to neighboring cells, reflecting its barrier and protective role in epithelial tissue architecture."
alknghod-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 3]: This single cell represents a non-cancerous cultured cell in the human ovary, displaying a relatively round shape, moderate size, and a centrally positioned nucleus with lightly basophilic cytoplasm. The morphology is typical of cells maintained in vitro, focusing on proliferation and maintaining tissue-specific gene expression for experimental purposes."
alnmelif-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 4]: This single cell is a non-cancerous epithelial cell of the lower respiratory tract within the human ovary, marked by a polygonal outline, moderate cytoplasmic volume, and a round, centrally situated nucleus. The close packing with adjacent cells supports its barrier-forming and selective transport functions within the epithelial layer."
alonhpfj-1,endothelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 5]: This single cell is a non-cancerous endothelial cell located in the human ovary, displaying an elongated, flattened shape with a centrally located oval nucleus and sparse cytoplasm lining the vascular space. Its structure is specialized for forming the inner lining of blood vessels, facilitating selective transport and maintaining vascular integrity."
alpfahkc-1,endothelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 6]: This single cell is a non-cancerous endothelial cell in the human ovary, characterized by a thin, elongated morphology and an oval nucleus positioned centrally. The scant cytoplasm and alignment parallel to other endothelial cells indicate its specialized role in forming and maintaining blood vessel walls."
alpohafl-1,fibroblast.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 7]: This single cell is a non-cancerous fibroblast located in the human ovary, elongated and spindle-shaped with a thin, tapering cytoplasm and an oval nucleus. Fibroblasts support structural integrity by synthesizing and remodeling extracellular matrix components within connective tissue."
amcgmfjm-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 8]: This single cell is a non-cancerous epithelial cell of the lower respiratory tract, present in the human ovary, featuring a rounded to polygonal cell body with a centrally located, spherical nucleus and adherent cytoplasmic margins. This architecture enables barrier protection and selective permeability typical for epithelial layers."
ammjonpj-1,endothelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 9]: This single cell is a non-cancerous endothelial cell in the human ovary, displaying a narrow, elongated profile with an oval, centrally positioned nucleus and thin cytoplasm. Endothelial cells line blood vessels, mediating nutrient and gas exchange and contributing to tissue homeostasis."
andbbdlb-1,endothelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 10]: This single cell is a non-cancerous endothelial cell from the human ovary, presenting a fusiform, elongated structure and an oval nucleus. The closely aligned, flattened form forms a continuous monolayer critical for vascular lining and regulation of tissue perfusion."
andllmgf-1,T cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous T cell from the human ovary, visualized by Xenium spatial transcriptomics, displays a small, round morphology with a large, deeply stained nucleus and minimal cytoplasm, typical of lymphocytes involved in immune surveillance and local immune response modulation."
anepjmkm-1,intestinal epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous intestinal epithelial cell in the human ovary, captured by Xenium spatial transcriptomics, shows a cuboidal to columnar profile with moderate cytoplasm and a centrally located, oval nucleus, supporting its absorptive and barrier functions within epithelial layers."
anjapech-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 3]: The non-cancerous epithelial cell of the lower respiratory tract, observed in ovarian tissue via Xenium spatial transcriptomics, appears rounded with abundant cytoplasm and a distinct nucleus, reflecting its role in barrier formation and mucosal protection."
anlbhjkd-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 4]: The non-cancerous epithelial cell of the lower respiratory tract, within human ovary tissue and visualized by Xenium spatial transcriptomics, exhibits a polygonal shape with a pronounced, centrally located nucleus and a moderate cytoplasmic rim, indicative of typical epithelial architecture and function."
anmfcfpp-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous cultured cell from the human ovary, visualized by Xenium spatial transcriptomics, presents with an elongated to polygonal form, visible cytoplasmic margin, and a single, well-defined nucleus, characteristic of cells adapted for robust growth and substrate attachment in vitro."
anppmkac-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 6]: The non-cancerous cultured cell shown here, located in human ovary tissue and captured by Xenium spatial transcriptomics, demonstrates oval to polygonal morphology, a relatively prominent nucleus, and a moderate cytoplasmic boundary, suited for active proliferation and cellular experimentation."
aoabmmcm-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 7]: This non-cancerous epithelial cell of the lower respiratory tract in ovarian tissue, visualized with Xenium spatial transcriptomics, is round to polygonal with a dense nucleus and a thin rim of cytoplasm, representing mucosal barrier functionality in mixed epithelial environments."
aoccdmjn-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 8]: The non-cancerous cultured cell from the human ovary, imaged using Xenium spatial transcriptomics, is polygonal to slightly elongated in outline, with clear nuclear detail and moderate cytoplasm, consistent with versatile cellular function and adaptability in culture conditions."
aodhlhcb-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 9]: This non-cancerous cultured cell from human ovary, visualized by Xenium spatial transcriptomics, shows a rounded to polygonal appearance, central nucleus, and moderate cytoplasmic volume, supporting proliferative and maintenance roles in vitro."
aoflhiaf-1,neutrophil.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous neutrophil in the human ovary, revealed by Xenium spatial transcriptomics, is small and round with a multilobed, dark-stained nucleus and scant cytoplasm, characteristic of a granulocyte specialized for phagocytosis and rapid immune response."
aofmacff-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 1]: This non-cancerous cultured cell from the human ovary shows a round to oval cell body with a centrally located nucleus, surrounded by finely granular cytoplasm. The regular contours and uniform nuclear chromatin reflect healthy proliferative ovarian stromal or epithelial cells, which are essential for hormone production and follicular development."
aommafik-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 2]: This non-cancerous cultured ovary cell exhibits a round to polygonal shape, moderate cytoplasm, and centrally placed nucleus with uniform euchromatin. Such morphology is typical of healthy ovarian surface epithelial or stromal cells involved in structural support and local hormone signaling."
aopjndam-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 3]: This non-cancerous epithelial cell of the lower respiratory tract, identified within ovarian tissue, has an elongated, basophilic nucleus and scant cytoplasm. The cell appears flattened and aligned, reflecting its original barrier and ciliary transport functions in airway epithelium."
apbefhcf-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,[Image Pair 4]: This non-cancerous lower respiratory tract epithelial cell displays a cuboidal to columnar shape with moderate cytoplasm and ovoid nuclei. Morphology suggests preservation of cell structure associated with mucociliary clearance and epithelial barrier integrity.
apegnfhn-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous epithelial cell of the lower respiratory tract presents a polygonal outline, moderate cytoplasmic amount, and centrally positioned nucleus, features indicating maintenance of cell-cell adhesion and secretory functions."
apeijfbm-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 6]: This healthy, non-cancerous cultured ovarian cell shows round to oval shape with clearly visible nuclear-cytoplasmic boundaries and finely dispersed chromatin, characteristics of functionally active stromal or epithelial cells in a well-organized ovarian tissue environment."
aphndpcb-1,endothelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 7]: This non-cancerous endothelial cell from the human ovary has an elongated, spindle-shaped morphology with dense chromatin and minimal cytoplasm, enabling function as a barrier cell lining blood vessels essential for tissue perfusion and exchange."
apigpkbd-1,epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 8]: This non-cancerous ovarian epithelial cell features a polygonal to cuboidal shape, moderate cytoplasm, and round, centrally placed nucleus, supporting roles in surface lining, selective transport, and maintaining ovarian structural integrity."
apikfbec-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 9]: This lower respiratory tract epithelial cell in ovarian stroma is non-cancerous, retains a cuboidal profile with a round, dense nucleus and moderate cytoplasm, suggesting preserved secretory and barrier functions despite being outside its native airway environment."
apjnenkb-1,natural killer cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 10]: This non-cancerous natural killer cell in the human ovary is small, round, with a large, densely stained nucleus and scant cytoplasm. It is morphologically adapted for immune surveillance, facilitating rapid responses to aberrant or infected ovarian cells."
aplbjlif-1,epithelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 1]: This is a non-cancerous ovarian epithelial cell characterized by a polygonal to cuboidal shape, moderate cytoplasm, and a centrally placed round nucleus. These cells form tightly packed layers lining the ovarian surface, playing a crucial role in providing a selective barrier and supporting follicular development."
appfmcda-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 2]: This is a non-cancerous cultured ovarian cell exhibiting a round to oval morphology with large, visible nuclei and prominent nucleoli. The cells typically have well-defined borders and moderate cytoplasm, indicative of healthy proliferation in vitro and maintenance of trophic and structural functions."
bahijgib-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 3]: This is a non-cancerous lower respiratory tract epithelial cell with a rounded outline, moderate cytoplasm, and dense, centrally located nuclei. These cells, though ectopically present in the ovary here, usually function in lining respiratory pathways and facilitating mucociliary clearance."
baiejmii-1,cultured cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 4]: This is a non-cancerous cultured ovarian cell with a slightly elongated, oval shape, prominent nuclei, and ample cytoplasm. Arranged in sheets, these cells maintain typical in vitro growth characteristics, contributing to barrier integrity and tissue maintenance."
bapelbhl-1,stromal cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 5]: This non-cancerous ovarian stromal cell is spindle-shaped with elongated nuclei and scant cytoplasm, distributed in loose connective tissue. These stromal cells support follicular structures, synthesize extracellular matrix, and provide paracrine signals for ovarian function."
bbalikkg-1,malignant cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 6]: This non-cancerous malignant-like cell in the ovary displays irregular, enlarged nuclei and abundant cytoplasm. Despite the label, its structure is atypical for malignancy, suggesting heightened cellular turnover or precursor-like activity, while remaining overall benign."
bbdpgjcl-1,epithelial cell of lower respiratory tract.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 7]: This is a non-cancerous epithelial cell of lower respiratory tract-like morphology with rounded cell borders, moderate cytoplasm, and distinct, centrally located nuclei. These cells contribute to surface protection and mucociliary activity, even in an ectopic ovarian environment."
bbejlcgh-1,endothelial cell.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 8]: This is a non-cancerous ovarian endothelial cell with an elongated, flattened shape and thin cytoplasm, forming a monolayer lining vascular spaces. These cells are essential for maintaining blood-tissue barrier properties and regulating tissue perfusion."
bbkbobho-1,macrophage.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 9]: This non-cancerous ovarian macrophage is round-to-oval with abundant, lightly granular cytoplasm and eccentric nuclei. These immune cells reside within the stromal matrix, providing innate host defense and participating in tissue homeostasis and repair."
bbmpmdpn-1,macrophage.,nondisease,Ovary,nondisease,Human,Xenium,"[Image Pair 10]: This is a non-cancerous ovarian macrophage exhibiting a large, irregular shape with abundant cytoplasm and oval nuclei. These cells are scattered through ovarian tissue and are vital for immune surveillance, phagocytosis, and inflammation resolution."
