cell_id,cell-type,cell disease state,tissue,tissue disease state,source,st technology,caption
point_103367,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 5]: This image features a non-cancerous podocyte cell with well-defined foot processes that extend toward adjacent structures, performing the critical function of forming part of the glomerular filtration barrier. The rounded shape and prominent nucleus highlight the cell's active metabolic state. The surrounding tissue exhibits a consistent and organized cellular arrangement, emphasizing the importance of podocytes in maintaining renal function and cellular integrity."
point_103670,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 6]: The image presents a podocyte cell showcasing its rounded morphology coupled with distinct, thin foot processes that spread out extensively. These extensions are vital for the interaction with glomerular capillaries. The cell’s nucleus is large and round, typical of healthy podocytes. The surrounding renal cellular architecture appears well-structured, reflecting an organized filtration mechanism crucial for kidney function."
point_104802,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 7]: This image features a podocyte with a characteristic morphology consisting of a central body and radiating foot processes essential for renal function. The cell exhibits a well-defined nucleus, indicating a healthy metabolic state. The surrounding tissue reflects a compact organization, essential for the structural strength and effective filtration capabilities of the kidney. Podocytes play a critical role in maintaining the glomerular filtration barrier."
point_104981,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 8]: In this histopathological image, the podocyte cell is observed with its typical rounded shape and extended foot processes. These structures facilitate interaction with the glomerular capillary wall, crucial for filtration. The nucleus appears prominent, indicative of cellular activity. The overall arrangement of renal cells surrounding the podocyte demonstrates a cohesive tissue structure, essential for preserving renal function in the healthy mouse kidney."
point_105167,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 9]: This image captures a podocyte cell showing its distinctive rounded body and extensive foot processes essential for maintaining the filtration barrier in the kidney. The large nucleus is indicative of a metabolically active cell. The surrounding tissue maintains a compact and organized appearance, crucial for providing structural integrity and ensuring the efficiency of glomerular filtration."
point_105505,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 10]: This image presents a non-cancerous podocyte cell characterized by its round shape and well-developed foot processes that enable it to interact with glomerular capillaries. The nucleus is large and prominent, reflecting a healthy level of metabolic activity necessary for podocyte function. The surrounding renal tissue shows a densely packed cellular arrangement, reinforcing the importance of podocytes in maintaining the architecture and function of the kidney."
point_100000,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 1]: This single cell is a podocyte from the mouse kidney, visualized with Visium HD spatial transcriptomics technology. Podocytes are large, specialized epithelial cells with prominent round nuclei, and their cytoplasm extends into intricate foot processes that wrap around glomerular capillaries. In the tissue context, podocytes contribute to the glomerular filtration barrier by forming slit diaphragms, essential for selective molecular filtration. The surrounding glomerular structure is visible, with densely packed nuclei and open capillary loops, reflecting healthy, non-cancerous renal tissue."
point_100116,Proximal Tubule,0,Kidney,0,mouse,Visium HD,"[Image Pair 2]: This image highlights a non-cancerous proximal tubule cell in the mouse kidney, captured with Visium HD spatial transcriptomics technology. Proximal tubule cells are cuboidal epithelial cells, characterized by their centrally located spherical nuclei and abundant, eosinophilic cytoplasm, indicative of high mitochondrial content. These cells form the initial segment of the renal tubule system, actively reabsorbing water, ions, and organic solutes from the glomerular filtrate. The surrounding tubules are tightly packed, reflecting typical cortical renal architecture."
point_100199,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 3]: This is a podocyte cell sampled from the healthy mouse kidney, observed using Visium HD technology. Podocytes display a rounded nucleus with finely dispersed chromatin and are surrounded by slightly lighter cytoplasm due to their specialized foot processes, though these are not fully visible in this section. Podocytes are integral to renal filtration, maintaining the structural and functional integrity of the glomerular basement membrane. Adjacent to capillary loops, these cells anchor the filtration barrier and respond to changes in glomerular pressure."
point_100237,Proximal Tubule,0,Kidney,0,mouse,Visium HD,"[Image Pair 4]: The featured cell is a proximal tubule cell from non-cancerous mouse kidney, imaged with Visium HD spatial transcriptomics technology. Proximal tubule cells exhibit a cuboidal shape, distinct central nuclei, and granular cytoplasm due to their high metabolic activity. Arranged in tightly coiled tubules, these cells have a brush border membrane (not distinctly visible at this resolution), contributing to efficient nutrient and solute reabsorption from the filtrate. The tissue reveals packed tubular architecture typical of kidney cortex."
point_101178,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 5]: This podocyte cell, identified within a healthy mouse kidney using Visium HD technology, possesses a round, euchromatic nucleus and is surrounded by a lightly staining cytoplasm. Podocytes are critical for glomerular structure, with cytoplasmic extensions (foot processes) essential for forming the filtration slits between adjacent cells. The glomerular architecture visible in the patch emphasizes the podocyte's role in filtration and maintaining blood-urine barrier integrity."
point_101250,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 6]: The image depicts a podocyte cell from the mouse kidney, obtained via Visium HD spatial transcriptomics technology. This cell has a round nucleus and is embedded around the capillary tuft. Podocytes display extensive cytoplasmic projections (foot processes) that help form the filtration barrier of the glomerulus. The healthy tissue arrangement, with organized capillaries and neighboring epithelial cells, underscores the podocyte’s essential filtration and structural support roles."
point_102218,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 7]: Here, a podocyte cell is shown from healthy mouse kidney tissue using Visium HD technology. The podocyte is marked by a round, clear nucleus and a slightly irregular cell boundary, typical of its extensive foot processes that enwrap capillary tufts. These cells play a central role in selective filtration, preventing protein leakage into the urine by maintaining the slit diaphragm. The glomerular environment is well-preserved, supporting normal renal physiology."
point_10222,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 8]: This kidney patch features a podocyte cell from non-cancerous mouse tissue, visualized via Visium HD spatial transcriptomics. Podocytes show a large, dense nucleus and lightly stained cytoplasm, with a morphology tailored for their specialized role in glomerular filtration. Their elaborate foot processes, not distinctly visible here, are responsible for forming filtration slits, ensuring passage of small molecules while retaining plasma proteins within blood circulation."
point_102306,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 9]: The single cell highlighted is a podocyte from healthy mouse kidney, captured with Visium HD technology. Podocytes possess a generous, round nucleus with dispersed euchromatin and cytoplasm that extends into fine foot processes for glomerular capillary support. As vital components of the filtration barrier, these cells protect against proteinuria and support capillary wall stability. The surrounding cells and capillaries in the patch suggest intact glomerular architecture."
point_102372,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 10]: This histopathological image focuses on a podocyte cell in the non-cancerous mouse kidney, collected using Visium HD spatial transcriptomics. The podocyte features a rounded, lightly stained nucleus, a hallmark of active, healthy glomerular epithelial cells. Podocytes contribute unique cytoplasmic foot processes to the filtration interface, although these structures are more apparent at higher magnifications. The organized tissue structure reinforces their essential function in filtration and maintaining renal homeostasis."
point_100000,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 1]: This single cell is a podocyte from non-cancerous mouse kidney tissue, visualized with Visium HD technology. Podocytes exhibit a rounded cell body with a large, centrally located nucleus and delicate cytoplasmic extensions (not visible at this magnification) that wrap around glomerular capillaries, playing a critical role in the filtration barrier by maintaining selective permeability and supporting glomerular structure."
point_100116,Proximal Tubule,0,Kidney,0,mouse,Visium HD,"[Image Pair 2]: This cell is a proximal tubule epithelial cell from the non-cancerous mouse kidney, captured using Visium HD. Proximal tubule cells are cuboidal with a large, round nucleus and abundant, eosinophilic cytoplasm due to high mitochondrial content, reflecting their function in reabsorbing water, ions, and solutes from the glomerular filtrate."
point_100199,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 3]: This is a podocyte cell from healthy mouse kidney, as seen under Visium HD spatial transcriptomics. The podocyte displays oval to rounded morphology with a prominent nucleus. These cells contribute essential foot processes to the glomerular filtration barrier, preventing protein loss while supporting capillary wall integrity."
point_100237,Proximal Tubule,0,Kidney,0,mouse,Visium HD,"[Image Pair 4]: The cell shown is a proximal tubule epithelial cell from non-cancerous mouse kidney tissue, visualized with Visium HD. It has a cuboidal shape, prominent round nucleus, and cytoplasm rich in mitochondria, allowing active transport and selective reabsorption vital to kidney filtration and homeostasis."
point_101178,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 5]: This image highlights a single podocyte cell from mouse kidney glomerulus, recorded using Visium HD. Podocytes have large nuclear-to-cytoplasmic ratios and contribute intricate foot processes for forming the slit diaphragm, a structure essential in maintaining selective molecular filtration in the kidney."
point_101250,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 6]: Depicted here is a podocyte from healthy mouse kidney, displayed using Visium HD technology. The cell shows a rounded contour with a distinct central nucleus. Podocytes are pivotal for the glomerular filtration barrier, using their foot processes to regulate passage of proteins and support capillary walls."
point_102218,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 7]: This single cell is a podocyte, identified in non-cancerous mouse kidney tissue with Visium HD. Podocytes have rounded to slightly irregular nuclei, and though their cytoplasmic extensions are not shown at this magnification, they play a crucial role in glomerular filtration by forming interdigitating foot processes."
point_10222,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 8]: Shown here is a podocyte from healthy mouse kidney, imaged using Visium HD technology. This cell type features a prominent, round nucleus within a relatively sparse cytoplasm. Podocytes are essential for the kidney’s filtration barrier, supporting glomerular function through specialized cell junctions and structural support."
point_102306,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 9]: This cell is a non-cancerous podocyte from mouse kidney glomerulus, visualized with Visium HD. The podocyte demonstrates a relatively large, oval nucleus and functions as a key component of the filtration barrier, using intricately interdigitated foot processes to maintain selective permeability."
point_102372,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 10]: The cell illustrated is a podocyte from a healthy mouse kidney, acquired through Visium HD spatial transcriptomics. Podocytes are characterized by a round, centrally positioned nucleus and sparse cytoplasm, functioning as specialized epithelial cells forming the filtration slits in the glomerulus to prevent proteinuria."
point_100000,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 1]: This single podocyte exhibits a rounded nucleus with fine chromatin and is situated adjacent to glomerular capillaries in normal mouse kidney tissue. Podocytes possess complex cellular processes that wrap around capillaries, forming the essential filtration slits that maintain the glomerular filtration barrier and prevent protein loss."
point_100116,Proximal Tubule,0,Kidney,0,mouse,Visium HD,"[Image Pair 2]: The proximal tubule cell displays a large, centrally located, round nucleus with prominent nucleoli, surrounded by abundant pale cytoplasm. These cells have a cuboidal shape and contain numerous microvilli on their apical surface, facilitating the reabsorption of water, ions, and nutrients from the kidney filtrate in healthy mouse renal tissue."
point_100199,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 3]: This podocyte cell is characterized by a prominent, euchromatic nucleus and is positioned along the glomerular tuft. Podocytes have a unique architecture with interdigitating foot processes, which are vital for creating selective permeability in the filtration barrier of the normal mouse kidney."
point_100237,Proximal Tubule,0,Kidney,0,mouse,Visium HD,"[Image Pair 4]: The proximal tubule cell reveals a rounded, euchromatic nucleus and abundant granular cytoplasm within a cuboidal cell shape. Located in the renal cortex, these cells play a crucial functional role in absorbing filtered solutes and water, driven by their densely packed microvilli and numerous mitochondria."
point_101178,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 5]: This podocyte demonstrates an oval, centrally placed nucleus and lies adjacent to capillary loops within the glomerulus. Podocytes in mouse kidney tissue extend elaborate foot processes that tightly cling to the basement membrane, ensuring integrity of the filtration apparatus."
point_101250,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 6]: The podocyte cell is identified by its round nucleus with finely dispersed chromatin, situated along the glomerular periphery. Podocytes span and support the capillary walls using their foot processes, regulating filtration and maintaining the structural stability of the glomerular tuft in normal renal tissue."
point_102218,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 7]: Exhibiting a prominent, centrally situated nucleus, this podocyte cell resides near the glomerular capillaries and is key to the healthy mouse kidney’s barrier function. Its intricate foot processes form slit diaphragms critical for selective filtration and structural support of the glomerulus."
point_10222,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 8]: The podocyte displays a large, pale nucleus with delicate chromatin and is positioned in close proximity to glomerular capillaries. Specialized for filtration barrier maintenance, podocytes extend branched foot processes, contributing to the fine regulation of molecule passage from blood to urine in the healthy mouse kidney."
point_102306,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 9]: The single podocyte presents a round, euchromatic nucleus with a smooth nuclear membrane, consistent with quiescent, healthy status. Functionally, podocyte cellular extensions encircle the glomerular capillaries, supporting the basement membrane and enabling ultrafiltration in the mouse kidney."
point_102372,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 10]: This podocyte cell features a centrally located, rounded nucleus and clear nucleoplasm, lying adjacent to glomerular capillaries. Podocytes are highly specialized cells that support glomerular architecture and establish the last filtration barrier, preventing the proteinuria typical in glomerular diseases."
point_100000,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 1]: Podocytes are large, specialized epithelial cells with a rounded or oval nucleus and prominent nucleoli, positioned along the glomerular capillaries. Their extensive foot processes interdigitate, forming part of the glomerular filtration barrier essential for selective filtration of blood in the kidney."
point_100116,Proximal Tubule,0,Kidney,0,mouse,Visium HD,"[Image Pair 2]: Proximal tubule cells are cuboidal epithelial cells with a central, round nucleus and abundant granular cytoplasm, reflecting their high metabolic activity. Their distinct brush border maximizes surface area for efficient reabsorption and secretion during urine formation."
point_100199,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 3]: Podocytes display a rounded cell body with a prominent nucleus, and slender cytoplasmic extensions (foot processes) that wrap around glomerular capillaries, playing a critical role in maintaining the kidney’s filtration barrier."
point_100237,Proximal Tubule,0,Kidney,0,mouse,Visium HD,"[Image Pair 4]: Proximal tubule cells exhibit a cuboidal shape with centrally located nuclei and a bright, eosinophilic cytoplasm. They facilitate active reabsorption of solutes and water from the glomerular filtrate, supported by their prominent brush border."
point_101178,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 5]: Podocytes are large cells with round nuclei surrounded by pale cytoplasm. Their intricate foot processes form tight junctions along the glomerular capillaries, essential for maintaining filtration selectivity and preventing protein loss."
point_101250,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 6]: Podocytes exhibit large nuclei and a cell body that gives rise to delicate branching extensions, creating a filtration slit diaphragm—crucial for the selective permeability of the glomerular filtration barrier."
point_102218,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 7]: Podocytes show a rounded nucleus enveloped by pale cytoplasmic processes, which intricately ensheath glomerular capillaries, enabling them to maintain the integrity and selectivity of the kidney filtration barrier."
point_10222,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 8]: Podocytes are characterized by a prominent, rounded nucleus and clear cytoplasm with thin, branching processes, which contribute structurally and functionally to the selective glomerular filtration mechanism."
point_102306,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 9]: Podocytes exhibit moderately large, round nuclei and pale cytoplasm with evident branching foot processes, which are critical for forming the glomerular filtration barrier and retaining essential plasma proteins."
point_102372,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 10]: Podocytes have a distinctive rounded nucleus and lightly stained cytoplasm, extending characteristic foot processes that wrap around capillaries, crucial for supporting the kidney’s filtration function."
point_102616,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 1]: This single cell is a non-cancerous podocyte from healthy mouse kidney, characterized by a moderately large, round nucleus with fine chromatin and a pale to clear cytoplasm. In the tissue context, podocytes are found along the glomerular tuft, helping form the glomerular filtration barrier by extending foot processes that wrap around capillaries, playing a crucial role in selective filtration of blood plasma."
point_1027,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 2]: This podocyte displays a prominent round nucleus with dispersed chromatin and scant cytoplasm, typical of healthy glomerular epithelial cells in mouse kidney. Within the tissue, podocytes support the filtration barrier by maintaining capillary integrity and preventing protein leakage into the urine."
point_102925,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 3]: The podocyte cell here presents a large, round nucleus with granular chromatin and a delicate cytoplasmic halo, situated among other renal cells. These cells function in the glomerulus, where their branching foot processes interlock to provide structural stability and ultrafiltration capacity."
point_102983,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 4]: This podocyte exhibits a round, well-defined nucleus with open chromatin and minimal cytoplasm. Podocytes in the kidney are essential for forming the slit diaphragm across glomerular capillaries, tightly regulating the passage of proteins and solutes during the initial urine formation."
point_103367,Podocyte,0,Kidney,0,mouse,Visium HD,[Image Pair 5]: The non-cancerous podocyte shows a round to oval nucleus with smooth contours and pale-staining cytoplasm. These specialized kidney cells modulate the filtration barrier and support glomerular basement membrane integrity through their foot processes.
point_103670,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 6]: This podocyte demonstrates a round nucleus, finely granular chromatin, and a subtle perinuclear cytoplasmic rim. Podocytes in the glomerulus are vital for maintaining filtration selectivity and structural resilience of the renal filtration unit."
point_104802,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 7]: The podocyte displays a centrally located, round nucleus with evenly distributed chromatin and scant cytoplasm, typical of health. Functionally, podocytes stabilize the glomerular tuft, aid in size-selective filtration, and prevent proteinuria."
point_104981,Podocyte,0,Kidney,0,mouse,Visium HD,"[Image Pair 8]: This healthy podocyte is characterized by a rounded nucleus with delicate chromatin and thin cytoplasmic margin. Podocytes line the glomerular capillaries, where their interdigitating foot processes form the filtration slits crucial for effective plasma filtration."
